PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
AR-P-15044,"71 SOUTH WINE & SPIRITS, LLC",71 SOUTH WINE & SPIRITS,9105 HIGHWAY 71 S,FORT SMITH,AR,72908,8470,SEBASTIAN
AR-P-15045,"STEVE LUCCHI, BRUCE COCHRAN",CUSTOM BEVERAGE,917 W MARKHAM  ST,LITTLE ROCK,AR,72201,1201,PULASKI
AR-P-15046,"MCKNIGHT COMPANIES OF ARKANSAS, INC.",TIMBERLANE WINE & SPIRITS,700  S TIMBERLANE  RD,EL DORADO,AR,71730,6929,UNION
AR-P-15047,"LAKE HAMILTON WINE & SPIRITS, INC.",LAKE HAMILTON LIQUOR,4738  CENTRAL  AVE,HOT SPRINGS,AR,71913,7406,GARLAND
AR-P-15048,"TOM'S JUG HOUSE OF ARKANSAS, LLC",TOM'S JUG HOUSE,127 ARKANSAS BLVD,TEXARKANA,AR,71854,1963,MILLER
AR-P-15049,"BAILEY'S SUPER STORE, INC.",BAILEY'S BOTTLE SHOPPE,2235 N HIGHWAY 79,FORDYCE,AR,71742,2469,DALLAS
AR-P-15050,"MIDTOWN LIQUOR, INC",MIDTOWN LIQUOR,611 HIGHWAY 62 E,MOUNTAIN HOME,AR,72653,3207,BAXTER
AR-P-15052,"CHESSER ENTERPRISES, INC.",MARIE'S PACKAGE STORE,1503 W KINGSHIGHWAY,PARAGOULD,AR,72450,4010,GREENE
AR-P-15053,R&B PARTNERS LLC,BIG T LIQUORS,117 W PARK ST,ALTUS,AR,72821,2821,FRANKLIN
AR-P-15054,"E-Z MART STORES, INC.",WAREHOUSE LIQUOR,3401 E 9TH ST,TEXARKANA,AR,71854,8825,MILLER
AR-P-15055,"NATURAL STATE DISTRIBUTING, LLC",Â ,8030 COUNTS MASSIE RD,NORTH LITTLE ROCK,AR,72113,6720,PULASKI
AR-P-15056,"MAUMELLE CREEK, INC",MAUMELLE CREEK LIQUOR,40812 HWY 10 W,BIGELOW,AR,72016,9578,PERRY
AR-P-15058,"HILLCREST LIQUOR & FINE WINES, INC.",HILLCREST LIQUOR & FINE WINES,2814 KAVANAUGH BLVD,LITTLE ROCK,AR,72205,3850,PULASKI
AR-P-15059,"SBAT, INC.",QUICKER LIQUORS OF GREEN FOREST,11487 HWY 62 E,GREEN FOREST,AR,72638,3358,CARROLL
AR-P-15060,EK ONKAR INC,LAKE SIDE LIQUOR,507 MOUNTAIN PINE RD,HOT SPRINGS,AR,71913,9159,GARLAND
AR-P-15061,"THE WELL, INC.",THE WELL,1328 S WALDRON RD,FORT SMITH,AR,72903,2556,SEBASTIAN
AR-P-15063,"DISTILLERY LIQUOR OF F.S., LLC",IN GOOD SPIRITS,12100 HWY 71 S,FORT SMITH,AR,72916,0,SEBASTIAN
AR-P-15064,DONNIE & THERESA PIPPINGER,SHIRLEY'S PACKAGE STORE,304 N ILLINOIS ST,HARRISBURG,AR,72432,1242,POINSETT
AR-P-15065,"VINTAGE DISTRIBUTING, L.L.C.",Â ,5014  MOUNT BETHEL DR,ALTUS,AR,72821,8878,FRANKLIN
AR-P-15066,BOTTLE HEADS BOOZE LLC,BOTTLE HEADS BOOZE,17430 HWY 79,KINGSLAND,AR,71652,9080,CLEVELAND
AR-P-15067,"KATHY'S OASIS, LLC",KATHY'S OASIS,4395 HWY 165 S,GILLETT,AR,72055,9719,ARKANSAS
AR-P-15068,"SAM'S WEST , INC.",SAM'S CLUB #4754,3075 N HIGHWAY 112,FAYETTEVILLE,AR,72704,0,WASHINGTON
AR-P-15069,JUDY KATHLEEN SOUTHALL,COUNTRY LIQUOR,111 LEE ST,HAMPTON,AR,71744,0,CALHOUN
AR-P-15071,GLIDEWELL DISTRIBUTING COMPANY,Â ,5705 STEEP HILL RD,FORT SMITH,AR,72916,8197,SEBASTIAN
AR-P-15072,"DEYCO,  INC.",SHAMROCK LIQUOR,5609 MIDLAND BLVD,FORT SMITH,AR,72904,1737,SEBASTIAN
AR-P-15073,JOHN CONWAY PARKER JR.,JP'S LIQUOR,3401 HIGHWAY 138,MONTICELLO,AR,71655,9071,DREW
AR-P-15074,IMPEX L.L.C.,Â ,5 PRINCE DR,MAUMELLE,AR,72113,6125,PULASKI
AR-P-15077,JOHNNY DUNKIN,MACK'S LIQUOR,617 E MAIN ST,BLYTHEVILLE,AR,72315,2112,MISSISSIPPI
AR-P-15078,"5108 BEVERAGE, L.L.C.",THE VILLA,5108 N STATE LINE AVE,TEXARKANA,AR,71854,1028,MILLER
AR-P-15079,"DINK, INC.",THE LIQUOR STORE,401 GARRISON AVE,FORT SMITH,AR,72901,1931,SEBASTIAN
AR-P-15080,TREE LINED DRIVE LLC,LAZY D SPIRITS,414 S 1ST ST,FLIPPIN,AR,72634,0,MARION
AR-P-15081,STEPHEN NOTTINGHAM,NOTTINGHAM LIQUOR,606 HIGHWAY 134,GARLAND CITY,AR,71839,0,MILLER
AR-P-15082,RICHARD HADZIMA,RICH'S PACKAGE STORE,1506 CENTRAL  BLVD,BULL SHOALS,AR,72619,2900,MARION
AR-P-15083,"B & D LIQUORS, INC.",LAKEVIEW LIQUORS,6105 HIGHWAY 178,LAKEVIEW,AR,72642,9015,BAXTER
AR-P-15084,"IMPULSE ONE, LLC",Â ,609 SW 8TH STREET,BENTONVILLE,AR,72712,8316,BENTON
AR-P-15085,"GUSTIN ENTERPRISES, LLC",THE LIQUOR SHOPPE,502 S MAIN ST,BERRYVILLE,AR,72616,3961,CARROLL
AR-P-15086,MARY JO LUCCHI,PIERPOALI IMPORTS,8 MCKINLEY CIR,LITTLE ROCK,AR,72207,6333,PULASKI
AR-P-15087,BRENDA HARRIS,JERICHO LIQUOR STORE,9019 HWY 77,CRAWFORDSVLLE,AR,72327,0,CRITTENDEN
AR-P-15089,BLYTHEVILLE LIQUORS INC.,RAZORBACK LIQUOR STORE,364 S DIVISION ST,BLYTHEVILLE,AR,72315,3902,MISSISSIPPI
AR-P-15090,"COUNTY LINE CELEBRATIONS, LLC",Â ,2060B HIGHWAY 82,LAKE VILLAGE,AR,71653,7533,CHICOT
AR-P-15091,HOWARD BASS & IRENE BASS,FOSTER'S LIQUOR STORE,316 PLAZA SHOPPING CTR,BLYTHEVILLE,AR,72315,0,MISSISSIPPI
AR-P-15092,"McGwire, Inc.",The Liquor Shack,846 N MAIN ST,PALESTINE,AR,72372,9157,SAINT FRANCIS
AR-P-15094,"SPA SPIRITS, LLC",19TH HOLE WINE AND SPIRITS,2230 MALVERN AVE,HOT SPRINGS NATIONAL PARK,AR,71901,8000,GARLAND
AR-P-15095,AMY COOPER,ROCKHOUSE BEER AND LIQUIOR,4072  HIGHWAY 101,GAMALIEL,AR,72537,9511,BAXTER
AR-P-15096,"MAJESTIC LIQUOR, LLC",Â ,692 W CHESTNUT ST,MARIANNA,AR,72360,2145,LEE
AR-P-15098,JM LIQUOR INC,OAK PARK LIQUOR,3108 W 28TH AVE,PINE BLUFF,AR,71603,4805,JEFFERSON
AR-P-15101,"BAB HOSPITALITY, LLC",MID-WAY LIQUOR,908 E ROLLING HILLS DR,FAYETTEVILLE,AR,72703,3428,WASHINGTON
AR-P-15102,"N.O.O.R., L.L.C.",MCCURDY'S LIQUOR,5700 DOLLARWAY RD,PINE BLUFF,AR,71602,3823,JEFFERSON
AR-P-15103,"TLJ PROPERTIES, LLC",MACADOODLES,838 N 48TH ST,SPRINGDALE,AR,72762,4877,WASHINGTON
AR-P-15104,"JUDICIOUS SPIRITS, LLC",JUDICIOUS SPIRITS,3055 HIGHWAY 62 W,MOUNTAIN HOME,AR,72653,0,BAXTER
AR-P-15106,"PERNOD RICARD USA BOTTLING, LLC",PERNOD RICARD USA,7401 HIGHWAY 45 S,FORT SMITH,AR,72916,9393,SEBASTIAN
AR-P-15109,"CHARLES GLENN ELLIS, L.L.C.",DELTA LIQUORS,1045 E MAIN,BLYTHEVILLE,AR,72315,2525,MISSISSIPPI
AR-P-15110,ROBERT T. & LISA K. JONES,TODDY SHOP LIQUOR,14001 CANTRELL RD,LITTLE ROCK,AR,72223,1509,PULASKI
AR-P-15112,"HEART OF AMERICA BEVERAGE CO - ARKANSAS, LLC",HEART OF AMERICA BEVERAGE,1229 COMMERCE DR,MOUNTAIN HOME,AR,72653,2601,BAXTER
AR-P-15113,"THE BOURBON FUND, L.P.",Â ,10201 W MARKHAM ST,LITTLE ROCK,AR,72205,2182,PULASKI
AR-P-15114,JAY MATAJI INC.,KIEHL AVENUE LIQUOR,4200 E KIEHL AVE,SHERWOOD,AR,72120,3538,PULASKI
AR-P-15117,TIMOTHY BERNARD OSBALDESTON,BLUE WATERS LIQUOR,415 GRAND AVE,DIAMOND CITY,AR,72644,8802,BOONE
AR-P-15118,JOMIS ENTERPRISES LLC,LITTLE BROWN JUG,2720 S CAMDEN RD,PINE BLUFF,AR,71603,3648,JEFFERSON
AR-P-15119,"THE SHORT TRACK BAR & GRILL, INC",Â ,13219 I-30,LITTLE ROCK,AR,72209,7019,PULASKI
AR-P-15120,"BIG ROCK DISTRIBUTING, LLC",Â ,401 W CAPITOL AVE,LITTLE ROCK,AR,72201,3444,PULASKI
AR-P-15121,"DIZZY D, LLC",Â ,753 RIVERSIDE DR,FLIPPIN,AR,72634,8069,MARION
AR-P-15123,"THE LIQUOR STORE OF BRINKLEY, INC.",Â ,1303 N MAIN ST,BRINKLEY,AR,72021,2003,MONROE
AR-P-15124,"GARRISON LIQUOR, LLC",Â ,415 GARRISON AVE,FORT SMITH,AR,72901,0,SEBASTIAN
AR-P-15125,BLANCHARD LIQUOR INC.,Â ,15472 HIGHWAY 14 EDIF E,BIG FLAT,AR,72617,8918,BAXTER
AR-P-15126,"65 BYPASS LIQUOR, INC.",65 BYPASS LIQUOR,328 HIGHWAY 65 S,HARRISON,AR,72601,0,BOONE
AR-P-15127,"SHAKER #1, LLC",SHAKER BEVERAGE SHOPPE,1003 HWY 65 N,HARRISON,AR,72601,0,BOONE
AR-P-15128,"HOLM, INC.",BIG DOG LIQUOR,4705 HIGHWAY 65 S,PINE BLUFF,AR,71601,9747,JEFFERSON
AR-P-15129,SARAH CHRISTINE GILDENHAUS,Â ,214 SE WALTON BLVD,BENTONVILLE,AR,72712,0,BENTON
AR-P-1563,"GEORGE A. CAMPBELL & SONS, INC.",Â ,309 S MISSOURI ST,PINE BLUFF,AR,71601,4470,JEFFERSON
AR-P-21001,"HARTWELL SMITH, JR.",SMITH'S PACKAGE STORE,,CAMDEN,AR,71701,8718,Ouachita
AR-P-21002,"LJ'S LIQUOR, INC.",Â ,10339 HWY 62 W,PYATT,AR,72672,0,Marion
AR-P-21003,"WEDINGTON LIQUOR OF FAYETTEVILLE, INC.",Â ,1193 N STEAMBOAT DR,FAYETTEVILLE,AR,72704,481,washington
AR-P-21004,"ARKANSAS CRAFT DISTRIBUTORS, LLC",ARKANSAS CRAFT BEVERAGE DISTRIBUTORS,1515  E 4TH ST,LITTLE ROCK,AR,72202,2808,Pulaski
AR-P-21005,"LUCKY LIQUOR OF ARKADELPHIA, CORP.",Â ,3035  PINE ST,ARKADELPHIA,AR,71923,5324,Clark
AR-P-21006,"L & L IMPORTS, LLC",Â ,2903  SE J ST,BENTONVILLE,AR,72712,3781,Benton
AR-P-21007,"CIRCLE T WINERY & VINEYARDS, LLC",CIRCLE T WINERY & VINEYARDS,6831  RIDGE RD,CHARLESTON,AR,72933,8034,Franklin
AR-P-21008,"ROLESON PACKAGE STORE, INC.",HILL TOP SPIRITS,1906  HIGHWAY 49 N,PARAGOULD,AR,72450,0,Â 
AR-P-21009,"CHUBBY CHEEKS, LLC",CHUBBY CHEEKS LIQUOR,820  REALTOR RD,TEXARKANA,AR,71854,1019,Miller
AR-P-21010,"R&R COUNTRYSIDE PACKAGE STORE, INC",Â ,8343  HWY 90,DELAPLAINE,AR,72425,8102,greene
AR-P-21011,"ARKANSAS CRAFT DISTRIBUTORS, LLC",Â ,6403  S BALL,JOHNSON,AR,72704,0,Washington
AR-P-21012,"WOW LIQUOR, LLC",WOW LIQUOR,"8756  HIGHWAY 7, S ",HARRISON,AR,72601,0,Â 
AR-P-21013,"ADRIENNE, LLC",ADRIENNE,4503  HILLSIDE DR,ROGERS,AR,72758,8912,Â 
AR-P-21014,"RED GATE LIQUOR, INC.",Â ,13325  INTERESTATE 30,LITTLE ROCK,AR,72209,7021,Pulaski
AR-P-21015,"DE NUX DISTRIBUTORS, LLC",Â ,1001  LA HARPE BLVD,LITTLE ROCK,AR,72201,0,Â 
AR-P-21016,"HOG WILD WINES AND SPIRITS, INC.",Â ,7950  T P WHITE DR,CABOT,AR,72023,0,Â 
AR-P-21017,"5518 MIDLAND BLVD., LLC",SODIE'S DISCOUNT LIQUOR,5518  MIDLAND BLVD,FORT SMITH,AR,72904,0,Sebastian
AR-P-21018,EXPRESS LIQUOR INC.,Â ,511  S ADAMS AVE,CAMDEN,AR,71701,0,OUACHITA
AR-P-21019,DIXITABAHEN J DUDHIYA,THE BOTTLE SHOP,701  S PARKWAY DR,EL DORADO,AR,71730,3752,Usa
AR-P-21020,KYGAN INC.,SUNDOWN LIQUOR,315  E 62 HWY,ALPENA,AR,72611,0,BOONE
AR-P-21021,L & L IMPORTS LLC,Â ,425  W CAPIT0L AVE,LITTLE ROCK,AR,72201,0,PULASKI
AR-P-21022,"GRAY-ADD, LLC",Â ,315  N BROADWAY ST,NORTH LITTLE ROCK,AR,72114,5379,Pulaski
AR-P-21023,"B. B. B. & G. ENTERPRISES, LLC",B & G LIQUOR,2100  W HUDSON RD,ROGERS,AR,72756,0,Benton
AR-P-21024,"SHARP COUNTY LIQUOR, LLC",HIGHLAND PACKAGE STORE,2379  HIGHWAY 62 412,HIGHLAND,AR,72542,9392,sharp
AR-P-21025,"TRI-LAKES SPIRITS, LLC",Â ,1803  AIRPORT RD STE A,HOT SPRINGS,AR,71913,5494,Garland
AR-P-21026,"SOUTH WALTON SPIRITS, LP,  SWS MANAGEMENT LLC, GENERAL PARTNER",SOUTH WALTON SPIRITS,1104  S WALTON BLVD,BENTONVILLE,AR,72712,0,Benton
AR-P-21027,"VINO OF AR, LLC",Â ,5440  NORTHSHORE DR,NORTH LITTLE ROCK,AR,72118,0,Pulaski
AR-P-21028,AB LIQUOR LLC,I-30 LIQUOR,10206  INTERSTATE 30,LITTLE ROCK,AR,72209,0,Pulaski
AR-P-21029,CROSSROADS LIQUOR LLC,Â ,1401  S WALTON BLVD,BENTONVILLE,AR,72712,0,Benton
AR-P-21030,"THE TRITON COLLECTION, INC",Â ,1  INNWOOD CIR,LITTLE ROCK,AR,72211,2448,USA
AR-P-21031,"HSV MANAGEMENT CO., INC.",MOUNTAIN WINE AND SPIRITS,3323  N HIGHWAY 7,HOT SPRINGS VILLAGE,AR,71909,0,Garland
AR-P-21032,"VINCE DUNCAN ENTERPRISES, LLC",TRIPLE D PACKAGE STORE,1151  62/412 HWY,CHEROKEE VILLAGE,AR,72529,0,Sharp
AR-P-21033,ARKANSAS WINE AND SPIRITS WHOLESALE LLC,Â ,1900  E 15TH ST,LITTLE ROCK,AR,72202,5708,Pulaski
AR-P-21034,"JUSTIN AND BRANDON, LLC",BJS' LIQUOR,1902  S 8TH ST,ROGERS,AR,72758,0,Benton
AR-P-21035,"LAKE VILLAGE SPIRITS, LLC",817 LIQUOR,817  SAINT MARY ST,LAKE VILLAGE,AR,71653,1745,Chicot
AR-P-21036,"BRIAN K. WELLS, INC.",THE WET WHISTLE WINE & SPIRITS,208  N HIGHWAY 65,MCGEHEE,AR,71654,8501,United States
AR-P-21037,INDIANDALE LIQUOR LLC,SPA TOWNE WINE AND SPIRITS,1540  MALVERN AVE,HOT SPRINGS,AR,71901,6504,Garland
AR-P-21038,RAUL CASTILLA,PRODUCTOS ARTESANOS,305  S LINCOLN ST,LOWELL,AR,72745,0,Benton
AR-P-21039,"BUSTER'S LIQUOR, FINE WINE AND BEER, INC.",Â ,2811  W WALNUT ST,ROGERS,AR,72756,336,Â 
AR-P-21040,"LA VOCE, LLC",Â ,219  RIVER MARKET AVE,LITTLE ROCK,AR,72201,0,Â 
AR-P-2421,"CHARLES CAMPBELL DISTRIBUTING COMPANY, INC.",Â ,333 WILSON ST,BLYTHEVILLE,AR,72315,4119,MISSISSIPPI
AR-P-2558,"M. K. DISTRIBUTORS, INC.",Â ,310 S LINDEN ST,PINE BLUFF,AR,71601,3952,JEFFERSON
AR-P-2565,"BELLE POINT BEVERAGES, INC.",Â ,1 GARRISON AVE,FORT SMITH,AR,72901,1943,SEBASTIAN
AR-P-2571,"CAMDEN WHOLESALE, INC.",Â ,416 W WASHINGTON ST,CAMDEN,AR,71701,3402,OUACHITA
AR-P-2607,MCBRIDE DISTRIBUTING COMPANY,Â ,2849 SOUTH SCHOOL  ST,FAYETTEVILLE,AR,72702,1403,WASHINGTON
AR-P-2634,COCO DISTRIBUTING COMPANY,Â ,1219 MARTIN LUTHER KING JR DR,HELENA,AR,72342,8840,PHILLIPS
AR-P-2637,LUDWIG DISTRIBUTING COMPANY,Â ,503 E 13TH ST,STUTTGART,AR,72160,5419,ARKANSAS
AR-P-2641,"C & C DISTRIBUTORS, INC.",Â ,SECOND & PLUM STREETS,NEWPORT,AR,72112,0,JACKSON
AR-P-2650,"BJ'S REFRESHMENT CENTER, INC.",Â ,3216 STATE LINE,TEXARKANA,AR,71854,0,MILLER
AR-P-2684,"PORTER'S, INC.",Â ,HIGHWAY 64 N,AUGUSTA,AR,72006,0,WOODRUFF
AR-P-2740,"LAKE LIQUOR, INC.",Â ,OLD CONWAY HWY,NORTH LITTLE ROCK,AR,72118,0,PULASKI
AR-P-2764,"MESSINA'S WINE & SPIRITS, INC.",Â ,525 CHERRY ST,HELENA,AR,72342,3303,PHILLIPS
AR-P-2770,JOHN & ED ANDREWS,ANDREWS LIQUORS,"RT.L, W/S  HWY. 9, 2 MI. SO. OF ",CENTER RIDGE,AR,72027,0,CONWAY
AR-P-2810,"BURFORD DISTRIBUTING, INC.",Â ,925 S H ST,FORT SMITH,AR,72901,4553,SEBASTIAN
AR-P-2820,"JAMES D. BAIN ENTERPRISES, INC.",SULLIVANT'S LIQUOR,8120 CANTRELL RD,LITTLE ROCK,AR,72227,2421,PULASKI
AR-P-2823,"HOOPER SALES CO., INC.",Â ,316 N 5TH ST,WEST MEMPHIS,AR,72301,3213,CRITTENDEN
AR-P-2858,ADGIE HUGHES,SHIP & SHORE LIQUOR,HIGHWAY 7 S,LAKE HAMILTON,AR,71951,0,HOT SPRING
AR-P-2863,HARBOR DISTRIBUTING COMPANY,Â ,1515 E 4TH ST,LITTLE ROCK,AR,72202,2808,PULASKI
AR-P-2886,"LONGSHOT LIQUOR, INC.",Â ,8330 WARDEN RD,NORTH LITTLE ROCK,AR,72116,0,PULASKI
AR-P-2887,C. R. FORTUNE BEER CO.,Â ,300 FT S OF HWY 62 EAST,MOUNTAIN HOME,AR,72653,0,BAXTER
AR-P-2897,COORS OF WESTERN ARKANSAS INC.,Â ,1601 E PUMP STATION   RD,FAYETTEVILLE,AR,72701,7414,WASHINGTON
AR-P-2902,WAREHOUSE LIQUORS OF BAXTER COUNTY,Â ,ROUTE 4 BOX 43,MOUNTAIN HOME,AR,72653,0,BAXTER
AR-P-2907,"COUNTY LINE LIQUORS, INC.",Â ,2809 N THOMPSON ST,SPRINGDALE,AR,72764,1712,WASHINGTON
AR-P-2926,"EUGENE EMMETT BILO, JR.",GENE'S LIQUOR STORE,704 N WEST AVE,EL DORADO,AR,71730,4655,UNION
AR-P-2932,"HIRAM WALKER - G & W, INC.",Â ,7401 HIGHWAY 45 S,FORT SMITH,AR,72902,0,SEBASTIAN
AR-P-2964,JESSIE J. BLAKELY,J.B.'S SPIRIT SHOP,113 MISSOURI,HELENA,AR,72342,3764,PHILLIPS
AR-P-2968,ROY W. BLACK AND ROBERT S. BLACK,LEWIS LIQUOR,10086 ALBERT PIKE RD,ROYAL,AR,71968,8232,GARLAND
AR-P-2970,DONALD E. CATHEY,AIRPORT LIQUOR,RT. 4,CAMDEN,AR,71701,0,OUACHITA
AR-P-3015,"LOTT ENTERPRISES, INC.",ENTERPRISE LIQUOR STORE,12300 STAGECOACH RD,LITTLE ROCK,AR,72210,8932,PULASKI
AR-P-3018,MICHAEL R. FORTUNE,NEWPORT PARTY STORE,714 HIGHWAY 367 N,NEWPORT,AR,72112,4837,JACKSON
AR-P-3028,"C & R LIQUOR, INC.",Â ,1301 S MAIN ST,PINE BLUFF,AR,71601,5703,JEFFERSON
AR-P-3037,MILTON J. GUSH,SPOT'S LIQUOR STORE,114 N FREEMAN ST,DERMOTT,AR,71638,2305,CHICOT
AR-P-3038,"BULLARDS LIQUOR STORE, INC.",BULLARDS,OLD CANTRELL AT REBSAMEN PARK RD.,LITTLE ROCK,AR,72202,0,PULASKI
AR-P-3049,"THE PARTY FACTORY, INC.",Â ,4102 STATELINE AVE,TEXARKANA,AR,71854,0,MILLER
AR-P-3083,FRANK M. & WANDA L. SMITH,AUSTIN'S,"ROUTE 1, BOX 3 ",EUREKA SPRINGS,AR,72632,0,CARROLL
AR-P-3084,"WHITE RIVER BEVERAGE COMPANY, INC.",Â ,FAIR GROUNDS RD,NEWPORT,AR,72112,0,JACKSON
AR-P-3089,"ZUMWALT ENTERPRISES, INC.",ACE LIQUOR STORE,"ROUTE 5, BOX 358 ",CABOT,AR,72023,0,LONOKE
AR-P-3093,"PINE HILL LIQUOR, INC.",Â ,2460 HWY 138,MONTICELLO,AR,71655,5802,DREW
AR-P-3098,"JAMES AUBREY FUSSELL, JR.",ROCK HOUSE LIQUOR,424 WOOD ST,TEXARKANA,AR,71854,5939,MILLER
AR-P-3100,"COUNTRYSIDE PACKAGE STORE, INC.",Â ,8343 HIGHWAY 90,DELAPLAINE,AR,72425,8102,GREENE
AR-P-3116,EASTARK LIQUID ASSETS INC.,SOUTHVIEW LIQUOR STORE,1321 S WASHINGTON ST,FORREST CITY,AR,72335,4329,SAINT FRANCIS
AR-P-3125,"AJW, INC.",THE BOTTLE SHOP,HWY 65 SOUTH,DUMAS,AR,71639,0,DESHA
AR-P-3131,"DMM, INC.",MILLER'S LIQUOR STORE,RR 1 BOX 90,PEARCY,AR,71964,9801,GARLAND
AR-P-3132,"PREMIUM BRANDS OF NORTHWEST ARKANSAS, INC.",FAYETTEVILLE ICE COMPANY; HOG COUNTRY DISTRIBUTORS,1030 S RAZORBACK RD,FAYETTEVILLE,AR,72701,6355,WASHINGTON
AR-P-3138,"SUNSET LIQUORS, INC.","SUNSET LIQUORS, INC.",4828 W SUNSET AVE,SPRINGDALE,AR,72762,4841,WASHINGTON
AR-P-3139,"LAST CHANCE LIQUORS, INC.",Â ,4256 ELM SPRINGS RD,SPRINGDALE,AR,72762,3715,WASHINGTON
AR-P-3141,WALGREEN COMPANY,WALGREENS,1800 N MISSOURI ST,WEST MEMPHIS,AR,72301,1791,CRITTENDEN
AR-P-3142,DOUBLE TAAKE ENTERPRISES,CHEERS OF FORT SMITH,4000 ROGERS AVE,FORT SMITH,AR,72903,3050,SEBASTIAN
AR-P-3145,PETER MARTIN COCO SR,"COCO BEVERAGE, INC",100 BUDWEISER LN,HOT SPRINGS,AR,71901,8923,GARLAND
AR-P-3149,"GEOFFREY HARRISON, INC.",JACK'S PACKAGE STORE,960 HIGHWAY 62 E,MOUNTAIN HOME,AR,72653,3214,BAXTER
AR-P-3154,"BOLLS DISTRIBUTING COMPANY, INC",Â ,700 E BROAD ST,TEXARKANA,AR,75504,0,CROSS
AR-P-3155,"BOLLS DISTRIBUTING COMPANY, INC",Â ,505 PONY ST,EL DORADO,AR,71730,5944,UNION
AR-P-3161,"WELDON A. WALLACE, SR.",(SEVENTY) 70 LIQUOR,5921 HIGHWAY 70,NORTH LITTLE ROCK,AR,72117,9559,PULASKI
AR-P-3164,WILLIAM A. LAZENBY,TOWN & COUNTRY WAREHOUSE LIQUOR STORE,2016 W 6TH ST,FAYETTEVILLE,AR,72701,6213,WASHINGTON
AR-P-3169,KENNETH W. LAZENBY REVOCABLE TRUST,BILL & TONY'S LIQUOR STORE,2372 N COLLEGE AVE,FAYETTEVILLE,AR,72703,2805,WASHINGTON
AR-P-3171,"GULLEY'S LIQUORS, INC.",Â ,HIGHWAY 24 N,CHIDESTER,AR,71726,0,OUACHITA
AR-P-3180,"ASSOCIATED IMPORTERS, INC.",Â ,7401 HIGHWAY 45 S,FORT SMITH,AR,72902,0,SEBASTIAN
AR-P-3182,"WAYNE'S LIQUORS, INC.",Â ,850 CASH RD SW,CAMDEN,AR,71701,5302,OUACHITA
AR-P-3184,"EAGLE DISTRIBUTING OF TEXARKANA, INC.",EAGLE DISTRIBUTING,45 GLOBE AVENUE/P.O. BOX 45,TEXARKANA,AR,71854,0,MILLER
AR-P-3187,PCL CORPORATION,Â ,"6 MILES SOUTH OF JONESBORO, AR ON HWY. 1 ",POINSETT COUNTY,AR,72472,0,POINSETT
AR-P-3198,"SPRINGHILL DEVELOPMENT COMPANY, INC.",SPRINGHILL WINE & SPIRITS,4201 E MCCAIN BLVD,NORTH LITTLE ROCK,AR,72117,2516,PULASKI
AR-P-3200,ROBERT E. DUDNEY,CAIRO LIQUOR STORE,8703 HIGHWAY 82 W,EL DORADO,AR,71730,0,UNION
AR-P-3203,STEPHEN S. NORMAN,SEVEN-ELEVEN LIQUOR,1519 S OHIO ST,PINE BLUFF,AR,71601,6054,JEFFERSON
AR-P-3204,PALARM LIQUOR STORE INC.,PALARM LIQUOR STORE,26705 HIGHWAY 365 N,NORTH LITTLE ROCK,AR,72113,9072,PULASKI
AR-P-3207,"HEPCO, INC.",HEPCO,630 E FAULKNER ST,EL DORADO,AR,71730,6266,UNION
AR-P-3210,"GREG AURELI, INC.",PARTY HOUSE LIQUOR,1824 S MAIN ST,STUTTGART,AR,72160,6013,ARKANSAS
AR-P-3216,"WATER WORKS, INC.",THE PARTY STORE,7392 HIGHWAY 49 S,PARAGOULD,AR,72450,5861,GREENE
AR-P-3221,"DRILLING ENTERPRISES OF CONWAY COUNTY, INC.",ARKA VALLEY LIQUOR,99 FISH LAKE RD,ATKINS,AR,72823,7617,CONWAY
AR-P-3222,"ROCK CREEK WINE & SPIRITS, INC.",Â ,12310 CHENAL PKWY,LITTLE ROCK,AR,72211,2724,PULASKI
AR-P-3223,JOSEPH J. MAHFOUZ,JODIE'S LIQUOR STORE,318 W WASHINGTON ST,STUTTGART,AR,72160,3138,ARKANSAS
AR-P-3227,"EMPIRE LIQUORS, INC.",EMPIRE LIQUORS,4620 OLD GREENWOOD RD,FORT SMITH,AR,72903,6466,SEBASTIAN
AR-P-3231,"SHUTO ENTERPRISES, INC.",THE HOUSE OF LIQUOR,8915 PARK AVE,HOT SPRINGS,AR,71901,8495,GARLAND
AR-P-3234,"ARKANSAS DISTRIBUTING COMPANY, LLC",Â ,800 E BARTON AVE,WEST MEMPHIS,AR,72301,2705,CRITTENDEN
AR-P-3235,"GEORGE'S LIQUOR, INC.",Â ,511 MALCOLM AVE,NEWPORT,AR,72112,3403,JACKSON
AR-P-3241,"GRAPEVINE ENTERPRISES, INC.",SERVICE LIQUOR & WINES,111 CRAWFORD ST,HOT SPRINGS,AR,71913,6136,GARLAND
AR-P-3246,BOULEVARD WINES & SPIRITS,Â ,11905 MAUMELLE BLVD,NORTH LITTLE ROCK,AR,72113,6568,PULASKI
AR-P-3247,KHINH VAY SU,RED'S PACKAGE STORE,3200 N WASHINGTON ST,FORREST CITY,AR,72335,9565,SAINT FRANCIS
AR-P-3250,A.G.F. PROPERTIES LLC,MIDTOWN PACKAGE STORE,208 E KINGSHIGHWAY,PARAGOULD,AR,72450,4427,GREENE
